Date,Open,High,Low,Close,Volume,Adjusted Close
1986-12-12,0.0,0.0,0.0,0.0,,0.0
1986-12-15,-0.003,-0.003,-0.003,-0.003,,-0.00299994214243
1986-12-16,0.00300902708124,0.00300902708124,0.00300902708124,0.00300902708124,,0.00300896887496
1986-12-17,0.0,0.0,0.0,0.0,,0.0
1986-12-18,0.0,0.0,0.0,0.0,,0.0
1986-12-19,0.0,0.0,0.0,0.0,,0.0
1986-12-22,-0.001,-0.001,-0.001,-0.001,,-0.000999800472485
1986-12-23,0.003003003003,0.003003003003,0.003003003003,0.003003003003,,0.00300294448775
1986-12-24,0.0,0.0,0.0,0.0,,0.0
1986-12-26,0.0,0.0,0.0,0.0,,0.0
1986-12-29,-0.00499001996008,-0.00499001996008,-0.00499001996008,-0.00499001996008,,-0.00499010289962
1986-12-30,-0.00300902708124,-0.00300902708124,-0.00300902708124,-0.00300902708124,,-0.00300896887496
1986-12-31,0.0,0.0,0.0,0.0,,0.0
1987-01-02,0.00301810865191,0.00301810865191,0.00301810865191,0.00301810865191,,0.00301805009376
1987-01-05,0.00300902708124,0.00300902708124,0.00300902708124,0.00300902708124,,0.00300896887496
1987-01-06,0.0,0.0,0.0,0.0,,0.0
1987-01-07,0.0,0.0,0.0,0.0,,0.0
1987-01-08,0.002,0.002,0.002,0.002,,0.00200014166994
1987-01-09,0.0,0.0,0.0,0.0,,0.0
1987-01-12,0.00199600798403,0.00199600798403,0.00199600798403,0.00199600798403,,0.00199560944337
1987-01-13,-0.00199203187251,-0.00199203187251,-0.00199203187251,-0.00199203187251,,-0.00199163491792
1987-01-14,-0.000998003992016,-0.000998003992016,-0.000998003992016,-0.000998003992016,,-0.000998344367287
1987-01-15,0.000999000999001,0.000999000999001,0.000999000999001,0.000999000999001,,0.00794720016767
1987-01-16,0.000998003992016,0.000998003992016,0.000998003992016,0.000998003992016,,0.000997893811665
1987-01-19,0.0,0.0,0.0,0.0,,0.0
1987-01-20,0.00199401794616,0.00199401794616,0.00199401794616,0.00199401794616,,0.00199379802462
1987-01-21,0.0,0.0,0.0,0.0,,0.0
1987-01-22,-0.000995024875622,-0.000995024875622,-0.000995024875622,-0.000995024875622,,-0.000994915352046
1987-01-23,-0.000996015936255,-0.000996015936255,-0.000996015936255,-0.000996015936255,,-0.000995906194408
1987-01-26,-0.00299102691924,-0.00299102691924,-0.00299102691924,-0.00299102691924,,-0.00299123242845
1987-01-27,0.0,0.0,0.0,0.0,,0.0
1987-01-28,0.0,0.0,0.0,0.0,,0.0
1987-01-29,0.001,0.001,0.001,0.001,,0.00100042691326
1987-01-30,-0.000999000999001,-0.000999000999001,-0.000999000999001,-0.000999000999001,,-0.000999427059528
1987-02-02,-0.002,-0.002,-0.002,-0.002,,-0.0019997798309
1987-02-03,0.0,0.0,0.0,0.0,,0.0
1987-02-04,-0.00100200400802,-0.00100200400802,-0.00100200400802,-0.00100200400802,,-0.00100189348183
1987-02-05,0.00300902708124,0.00300902708124,0.00300902708124,0.00300902708124,,0.00300869483723
