Date,Open,High,Low,Close,Volume,Adjusted Close
1976-09-30,0.024045261669,0.024045261669,0.024045261669,0.024045261669,,0.024045261669
1976-10-29,-0.0207182320442,-0.0207182320442,-0.0207182320442,-0.0207182320442,,-0.0207182320442
1976-11-30,-0.00141043723554,-0.00141043723554,-0.00141043723554,-0.00141043723554,,-0.00141043723554
1976-12-31,0.0402542372881,0.0402542372881,0.0402542372881,0.0402542372881,,0.0402542372881
1977-01-31,-0.0495587236931,-0.0495587236931,-0.0495587236931,-0.0495587236931,,-0.0495587236931
1977-02-28,-0.0142857142857,-0.0142857142857,-0.0142857142857,-0.0142857142857,,-0.0142857142857
1977-03-31,-0.0224637681159,-0.0224637681159,-0.0224637681159,-0.0224637681159,,-0.0224637681159
1977-04-29,0.0,0.0,0.0,0.0,,0.0
1977-05-31,-0.0148257968866,-0.0148257968866,-0.0148257968866,-0.0148257968866,,-0.0148257968866
1977-06-30,0.0353649360421,0.0353649360421,0.0353649360421,0.0353649360421,,0.0353649360421
1977-07-29,-0.015261627907,-0.015261627907,-0.015261627907,-0.015261627907,,-0.015261627907
1977-08-31,-0.0140221402214,-0.0140221402214,-0.0140221402214,-0.0140221402214,,-0.0140221402214
1977-09-30,-0.00973053892216,-0.00973053892216,-0.00973053892216,-0.00973053892216,,-0.00973053892216
1977-10-31,-0.0415721844293,-0.0415721844293,-0.0415721844293,-0.0415721844293,,-0.0415721844293
1977-11-30,0.0347003154574,0.0347003154574,0.0347003154574,0.0347003154574,,0.0347003154574
1977-12-30,-0.00838414634146,-0.00838414634146,-0.00838414634146,-0.00838414634146,,-0.00838414634146
1978-01-31,-0.0599538816295,-0.0599538816295,-0.0599538816295,-0.0599538816295,,-0.0599538816295
1978-02-28,-0.017170891251,-0.017170891251,-0.017170891251,-0.017170891251,,-0.017170891251
1978-03-31,0.0141430948419,0.0141430948419,0.0141430948419,0.0141430948419,,0.0141430948419
1978-04-28,0.0853158326497,0.0853158326497,0.0853158326497,0.0853158326497,,0.0853158326497
1978-05-31,0.0128495842782,0.0128495842782,0.0128495842782,0.0128495842782,,0.0128495842782
1978-06-30,-0.0261194029851,-0.0261194029851,-0.0261194029851,-0.0261194029851,,-0.0261194029851
1978-07-31,0.0567049808429,0.0567049808429,0.0567049808429,0.0567049808429,,0.0567049808429
1978-08-31,0.0340826686004,0.0340826686004,0.0340826686004,0.0340826686004,,0.0340826686004
1978-09-29,-0.015427769986,-0.015427769986,-0.015427769986,-0.015427769986,,-0.015427769986
1978-10-31,-0.0890313390313,-0.0890313390313,-0.0890313390313,-0.0890313390313,,-0.0890313390313
1978-11-30,0.0258014073495,0.0258014073495,0.0258014073495,0.0258014073495,,0.0258014073495
1978-12-29,-0.000762195121951,-0.000762195121951,-0.000762195121951,-0.000762195121951,,-0.000762195121951
1979-01-31,0.0411899313501,0.0411899313501,0.0411899313501,0.0411899313501,,0.0411899313501
1979-02-28,-0.0285714285714,-0.0285714285714,-0.0285714285714,-0.0285714285714,,-0.0285714285714
